31;Sakál;2017-5-4;6;kan;Norvég lundehund;rossz;1;7;egészséges;egészséges;kicsi barna sötétbarna zöld;szeret játszani;1;0;2021-7-8;/www_tappancs_hu/0.jpg
32;Leó;2019-10-16;4;szuka;Wetterhoun;egészséges;1;30;egészséges;rossz;nagy sárga barna kék;szeret fürdeni a tóban;1;0;2021-7-16;/www_tappancs_hu/134.jpg
33;Chilli;2019-6-14;4;kan;Beagle harrier;rossz;1;20;egészséges;egészséges;nagy szürke barna zöld;szeret az ablakban ülni;1;0;2022-1-15;/www_tappancs_hu/168.jpg
34;Melák;2017-9-25;6;szuka;Drenti vizsla;rossz;0;22;egészséges;közepes;kicsi tigriscsíkos vörös kék;be van gyulladva a füle;1;0;2022-8-15;/www_tappancs_hu/1.jpg
35;Gingy;2020-8-18;3;kan;Skót terrier;egészséges;0;24;foghiányos;közepes;kicsi tigriscsíkos barna barna;szeret úszni;1;0;2022-2-22;/www_tappancs_hu/150.jpg
36;Zsüti;2015-5-12;8;kan;bolonka cvetna;rossz;0;15;fogszuvas;egészséges;nagy arany barna barna;bélférges;1;0;2021-10-19;/www_tappancs_hu/101.jpg
37;Jimmy;2019-12-4;4;szuka;Eszkimó kutya;egészséges;1;11;fogszuvas;közepes;nagy fekete fekete kék;imád aludni;1;0;2022-11-20;/www_tappancs_hu/113.jpg
38;Suzy;2018-12-23;5;kan;Kínai kopasz kutya;rossz;0;12;foghiányos;közepes;közepes fekete rózsaszín barna;szeret labdázni;1;0;2022-4-20;/www_tappancs_hu/33.jpg
39;Lucy;2018-9-4;5;szuka;Német fürjészeb;rossz;1;27;egészséges;rossz;közepes arany barna barna;szeret játszani;1;0;2022-5-25;/www_tappancs_hu/135.jpg
40;Sámson;2017-3-21;6;kan;Hortaye Borzaya (Chortaj);egészséges;1;13;egészséges;közepes;nagy barna rózsaszín zöld;szeret játszani;1;0;2021-10-20;/www_tappancs_hu/11.jpg
41;Inzy;2018-12-5;5;kan;Máltai selyemkutya;egészséges;1;3;foghiányos;rossz;nagy szürke vörös zöld;szeret játszani a labdával;1;0;2021-11-8;/www_tappancs_hu/115.jpg
42;Gadget;2016-3-21;7;szuka;Trikolor francia kopó;közepes;1;10;foghiányos;egészséges;kicsi fekete fekete kék;szeret az ablakban ülni;1;0;2021-11-23;/www_tappancs_hu/6.jpg
43;Mazsola;2015-10-5;8;kan;Nagy angol-francia kopó;közepes;1;22;egészséges;rossz;kicsi arany vörös barna;szeret úszni;1;0;2021-10-7;/www_tappancs_hu/79.jpg
44;Adél;2017-10-4;6;szuka;Kromfohrlandi;egészséges;1;21;foghiányos;egészséges;kicsi fekete rózsaszín barna;szeret kutyakölykökkel játszani;1;0;2021-4-11;/www_tappancs_hu/86.jpg
45;Alfonz;2017-12-25;6;szuka;Estrelai hegyikutya;egészséges;1;1;egészséges;egészséges;nagy sárga vörös zöld;szeret az ablakban ülni;1;0;2022-6-18;/www_tappancs_hu/191.jpg
46;Rejtély;2018-9-16;5;szuka;Bukovinai pásztorkutya;rossz;0;30;foghiányos;rossz;kicsi barna fekete kék;szeret fürdeni a tóban;1;0;2023-8-10;/www_tappancs_hu/22.jpg
47;Suhanc;2018-4-4;5;szuka;Dobermann;közepes;1;25;fogszuvas;rossz;nagy vörös rózsaszín zöld;szeret kutyakölykökkel játszani;1;0;2021-6-27;/www_tappancs_hu/7.jpg
48;Jumbó;2017-8-1;6;szuka;Vidrakopó;közepes;1;7;foghiányos;egészséges;kicsi sárga sötétbarna barna;be van gyulladva a füle;1;0;2022-10-9;/www_tappancs_hu/21.jpg
49;Polli;2020-10-22;3;szuka;Jämthund;rossz;0;9;fogszuvas;egészséges;nagy tigriscsíkos barna kék;szeret játszani;1;0;2021-5-19;/www_tappancs_hu/57.jpg
50;Ádáz;2015-9-11;8;kan;Nápolyi masztiff;rossz;1;3;fogszuvas;közepes;nagy szürke sötétbarna kék;több mozgást igényel;1;0;2021-8-17;/www_tappancs_hu/46.jpg
51;Askim;2016-4-14;7;szuka;Kánaán kutya;közepes;1;26;fogszuvas;egészséges;közepes arany vörös kék;szeret nyugodtan pihenni;1;0;2022-6-13;/www_tappancs_hu/38.jpg
52;Bogáncs;2018-1-11;5;szuka;Alaszkai malamut;közepes;0;28;egészséges;rossz;nagy fekete vörös barna;bélférges;1;0;2023-2-3;/www_tappancs_hu/152.jpg
53;Nyikita;2017-5-8;6;kan;Leonbergi;egészséges;0;9;fogszuvas;rossz;nagy barna vörös zöld;köröm vágást igényel;1;0;2022-5-23;/www_tappancs_hu/146.jpg
54;Kevin;2015-2-16;8;szuka;Cavalier King Charles spániel;egészséges;0;2;fogszuvas;közepes;nagy fehér rózsaszín barna;szeret az ablakban ülni;1;0;2021-7-19;/www_tappancs_hu/122.jpg
55;Jágó;2016-11-11;7;szuka;Törpe uszkár;közepes;1;24;fogszuvas;közepes;közepes fekete barna kék;bélférges;1;0;2022-9-23;/www_tappancs_hu/14.jpg
56;Szeszi;2015-6-22;8;kan;Törpe pinscher;közepes;1;6;foghiányos;egészséges;közepes arany barna zöld;bélférges;1;0;2021-1-20;/www_tappancs_hu/139.jpg
57;Lexi;2018-7-9;5;szuka;Halden kopó;rossz;0;25;egészséges;egészséges;kicsi arany barna zöld;kedveli a sétákat;1;0;2021-4-13;/www_tappancs_hu/47.jpg
58;Bohém;2017-5-3;6;szuka;Kánaán kutya;rossz;1;16;fogszuvas;rossz;közepes tigriscsíkos vörös zöld;köröm vágást igényel;1;0;2021-8-1;/www_tappancs_hu/195.jpg
59;Pongó;2016-9-24;7;szuka;Nagy angol-francia kopó;közepes;0;3;fogszuvas;rossz;kicsi sárga vörös barna;szeret játszani;1;0;2021-9-8;/www_tappancs_hu/1.jpg
60;Nessy;2019-6-7;4;kan;Halden kopó;közepes;0;2;fogszuvas;egészséges;nagy szürke sötétbarna kék;szeret játszani;1;0;2023-9-11;/www_tappancs_hu/57.jpg
61;Adolf;2016-4-25;7;szuka;Drótszőrű griffon;egészséges;1;12;egészséges;közepes;nagy arany sötétbarna kék;szeret az ablakban ülni;1;0;2023-4-17;/www_tappancs_hu/83.jpg
62;Maya;2018-2-1;5;kan;Kromfohrlandi;egészséges;1;14;fogszuvas;rossz;nagy foltos barna kék;köröm vágást igényel;1;0;2023-1-22;/www_tappancs_hu/156.jpg
63;Pamacs;2020-3-2;3;kan;Shar pei;egészséges;1;15;egészséges;rossz;közepes fehér sötétbarna zöld;szeret futkosni a kertben;1;0;2022-1-13;/www_tappancs_hu/136.jpg
64;Oszkár;2018-9-25;5;szuka;Izlandi juhászkutya;közepes;0;6;foghiányos;egészséges;közepes szürke fekete kék;szeret kutyakölykökkel játszani;1;0;2022-3-4;/www_tappancs_hu/95.jpg
65;Melák;2017-5-14;6;szuka;Mioritic pásztorkutya;rossz;0;5;foghiányos;rossz;nagy fehér rózsaszín zöld;szeret játszani;1;0;2023-10-9;/www_tappancs_hu/80.jpg
66;Jázmina;2020-10-2;3;kan;Amerikai akita inu;egészséges;1;5;foghiányos;közepes;közepes barna fekete kék;imád aludni;1;0;2022-4-16;/www_tappancs_hu/8.jpg
67;Lilla;2019-4-8;4;kan;Kis berni kopó;egészséges;0;3;foghiányos;egészséges;nagy sárga rózsaszín barna;köröm vágást igényel;1;0;2023-9-15;/www_tappancs_hu/181.jpg
68;Keksz;2018-7-16;5;kan;Szerb trikolor kopó;rossz;0;10;egészséges;közepes;közepes fekete sötétbarna zöld;szeret labdázni;1;0;2021-4-12;/www_tappancs_hu/56.jpg
69;Jimmy;2018-4-7;5;kan;Nagy münsterlandi vizsla;rossz;0;29;egészséges;közepes;kicsi fekete fekete zöld;szeret úszni;1;0;2023-1-5;/www_tappancs_hu/55.jpg
70;Milli;2019-7-28;4;kan;Mallorcai pásztorkutya;rossz;1;10;fogszuvas;egészséges;kicsi szürke vörös zöld;szeret sétálni a parkban;1;0;2021-5-4;/www_tappancs_hu/0.jpg
71;Mackó;2016-11-5;7;kan;Gascogne-i kék basset;egészséges;1;10;egészséges;rossz;nagy sárga sötétbarna zöld;szeret úszni;1;0;2023-1-17;/www_tappancs_hu/106.jpg
72;Afton;2016-8-22;7;kan;Szlovák kopó;közepes;0;27;egészséges;közepes;közepes szürke rózsaszín zöld;szeret labdázni;1;0;2022-1-19;/www_tappancs_hu/128.jpg
73;Rea;2018-12-8;5;szuka;Magyar agár;közepes;1;19;foghiányos;rossz;nagy szürke rózsaszín zöld;szeret játszani a labdával;1;0;2023-2-1;/www_tappancs_hu/126.jpg
74;Adonisz;2016-9-1;7;szuka;Halden kopó;közepes;0;7;egészséges;közepes;közepes sárga rózsaszín barna;imád aludni;1;0;2021-3-1;/www_tappancs_hu/88.jpg
75;Plutó;2015-5-5;8;szuka;Field spániel;egészséges;1;29;fogszuvas;egészséges;nagy sárga sötétbarna kék;szeret kutyakölykökkel játszani;1;0;2021-12-28;/www_tappancs_hu/59.jpg
76;Jázmina;2015-8-26;8;szuka;Kánaán kutya;rossz;0;28;foghiányos;rossz;közepes foltos fekete kék;imád aludni;1;0;2022-2-8;/www_tappancs_hu/175.jpg
77;Pénzecske;2018-9-3;5;szuka;Fekete-cser mosómedvekopó;egészséges;1;28;egészséges;rossz;kicsi barna fekete kék;szeret úszni;1;0;2021-1-2;/www_tappancs_hu/24.jpg
78;Piszok;2020-2-17;3;kan;Skót terrier;egészséges;1;8;egészséges;közepes;kicsi arany vörös kék;szeret fürdeni a tóban;1;0;2023-11-24;/www_tappancs_hu/14.jpg
79;Kelly;2017-5-5;6;szuka;Portugál kopó;közepes;0;21;egészséges;egészséges;nagy szürke barna kék;szeret kutyakölykökkel játszani;1;0;2021-3-22;/www_tappancs_hu/92.jpg
80;Pongó;2015-5-23;8;szuka;Spanyol masztiff;rossz;0;8;egészséges;közepes;nagy fehér sötétbarna kék;szeret kutyakölykökkel játszani;1;0;2023-3-17;/www_tappancs_hu/100.jpg
81;Adonisz;2016-6-19;7;szuka;Német vizsla;rossz;1;21;foghiányos;egészséges;közepes szürke vörös zöld;köröm vágást igényel;1;0;2021-3-4;/www_tappancs_hu/23.jpg
82;Ollé;2016-11-27;7;szuka;Norvég lundehund;egészséges;1;14;egészséges;közepes;közepes tigriscsíkos rózsaszín kék;több mozgást igényel;1;0;2022-4-18;/www_tappancs_hu/162.jpg
83;Anasztázia;2020-5-3;3;kan;Törpe schnauzer;közepes;0;12;egészséges;egészséges;közepes sárga rózsaszín kék;kedves és barátságos;1;0;2023-7-9;/www_tappancs_hu/85.jpg
84;Adonisz;2020-7-23;3;kan;Spániel;közepes;1;3;egészséges;egészséges;nagy barna sötétbarna zöld;több mozgást igényel;1;0;2021-10-7;/www_tappancs_hu/156.jpg
85;Zizi;2019-4-5;4;szuka;Hokkaido inu;közepes;0;20;egészséges;rossz;nagy szürke fekete zöld;szeret labdázni;1;0;2023-9-1;/www_tappancs_hu/182.jpg
86;Pitti;2019-11-5;4;kan;Cirneco dell’Etna;egészséges;0;3;egészséges;egészséges;nagy vörös rózsaszín kék;több mozgást igényel;1;0;2023-5-6;/www_tappancs_hu/67.jpg
87;Espresso;2016-10-4;7;kan;Nyugat-szibériai lajka;egészséges;1;17;fogszuvas;egészséges;kicsi arany vörös kék;kedveli a sétákat;1;0;2021-11-17;/www_tappancs_hu/71.jpg
88;Magnipuss;2018-8-6;5;kan;Ariége-i vizsla;közepes;0;27;foghiányos;rossz;nagy sárga fekete kék;be van gyulladva a füle;1;0;2022-3-13;/www_tappancs_hu/37.jpg
89;Wolf;2019-11-5;4;szuka;Breton spániel;rossz;0;13;egészséges;közepes;nagy sárga fekete zöld;szeret nyugodtan pihenni;1;0;2022-3-28;/www_tappancs_hu/98.jpg
90;Pongó;2018-5-5;5;kan;Olasz kopó;közepes;1;7;egészséges;rossz;kicsi foltos vörös kék;szeret labdázni;1;0;2022-11-23;/www_tappancs_hu/152.jpg
91;Kuku;2019-8-22;4;szuka;Hosszúszőrű német vizsla;közepes;0;6;foghiányos;rossz;nagy fehér vörös zöld;kedves és barátságos;1;0;2021-10-13;/www_tappancs_hu/56.jpg
92;Kefir;2015-8-3;8;szuka;Cardigan welsh corgi;egészséges;0;13;egészséges;közepes;kicsi tigriscsíkos barna barna;kedves és barátságos;1;0;2023-3-22;/www_tappancs_hu/17.jpg
93;Ádáz;2018-7-4;5;szuka;Tátrai juhászkutya;közepes;0;29;foghiányos;közepes;közepes fekete barna barna;szeret ölelni;1;0;2022-2-12;/www_tappancs_hu/204.jpg
94;Ollé;2018-5-11;5;kan;Kuvasz  Magyarország;rossz;0;2;fogszuvas;egészséges;közepes sárga vörös zöld;imád aludni;1;0;2021-12-10;/www_tappancs_hu/124.jpg
95;Csülök;2019-7-25;4;kan;Angol juhászkutya;rossz;0;25;egészséges;egészséges;nagy tigriscsíkos barna barna;szeret labdázni;1;0;2023-7-22;/www_tappancs_hu/206.jpg
96;Pedró;2019-8-6;4;szuka;Közép schnauzer;egészséges;1;14;egészséges;rossz;nagy tigriscsíkos sötétbarna barna;szeret az ablakban ülni;1;0;2021-2-24;/www_tappancs_hu/15.jpg
97;Nyikita;2017-12-10;6;kan;Lagotto romagnolo;rossz;1;11;fogszuvas;rossz;kicsi fekete sötétbarna barna;szeret fürdeni a tóban;1;0;2022-9-8;/www_tappancs_hu/23.jpg
98;Jet;2015-10-19;8;szuka;Német pinscher;egészséges;0;25;fogszuvas;egészséges;kicsi szürke fekete kék;több mozgást igényel;1;0;2022-5-19;/www_tappancs_hu/208.jpg
99;Oblix;2016-9-20;7;szuka;Holland juhászkutya;rossz;1;11;egészséges;közepes;kicsi barna vörös zöld;szeret sétálni a parkban;1;0;2022-2-22;/www_tappancs_hu/37.jpg
100;Jockey;2020-11-27;3;kan;Porcelánkopó;közepes;0;25;egészséges;közepes;kicsi sárga barna barna;bélférges;1;0;2022-12-20;/www_tappancs_hu/66.jpg
101;Kenny;2015-1-27;8;szuka;Airedale terrier;rossz;1;16;egészséges;egészséges;kicsi barna vörös barna;kedves és barátságos;1;0;2021-3-17;/www_tappancs_hu/57.jpg
102;Kai;2016-11-9;7;szuka;Black mouth cur;rossz;1;11;egészséges;közepes;nagy vörös sötétbarna zöld;szeret játszani;1;0;2021-12-26;/www_tappancs_hu/123.jpg
103;Fló;2016-11-15;7;kan;Amerikai vízispániel;közepes;0;19;egészséges;rossz;kicsi szürke fekete zöld;kedves és barátságos;1;0;2022-10-26;/www_tappancs_hu/29.jpg
104;Károly;2016-10-26;7;szuka;Nagy svájci havasi kutya;közepes;0;4;fogszuvas;rossz;nagy arany rózsaszín kék;szeret nyugodtan pihenni;1;0;2022-9-5;/www_tappancs_hu/39.jpg
105;Fló;2020-8-7;3;kan;Drótszőrű német vizsla;egészséges;1;25;fogszuvas;rossz;nagy fehér barna kék;szeret játszani;1;0;2021-5-8;/www_tappancs_hu/132.jpg
106;Rüszi;2017-6-19;6;szuka;Brabançon;rossz;1;10;foghiányos;egészséges;közepes barna barna barna;szeret labdázni;1;0;2021-2-11;/www_tappancs_hu/105.jpg
107;Sonny;2015-3-1;8;kan;Mallorcai masztiff;egészséges;0;30;fogszuvas;egészséges;kicsi fehér sötétbarna kék;kedves és barátságos;1;0;2022-9-23;/www_tappancs_hu/6.jpg
108;Izabell;2018-5-17;5;kan;Welsh springer spániel;rossz;0;1;fogszuvas;egészséges;kicsi arany sötétbarna barna;bélférges;1;0;2021-9-24;/www_tappancs_hu/204.jpg
109;Elza;2017-1-27;6;kan;Afgán agár;rossz;0;19;egészséges;egészséges;közepes barna rózsaszín kék;kedveli a sétákat;1;0;2023-6-16;/www_tappancs_hu/55.jpg
110;Behemót;2017-11-25;6;szuka;Brie-i juhászkutya;rossz;0;30;fogszuvas;rossz;kicsi barna barna kék;szeret játszani a labdával;1;0;2021-9-8;/www_tappancs_hu/189.jpg
111;Gerry;2015-10-11;8;kan;Nagy svájci havasi kutya;egészséges;1;11;fogszuvas;egészséges;kicsi foltos rózsaszín barna;szeret futkosni a kertben;1;0;2023-1-5;/www_tappancs_hu/90.jpg
112;Téra;2017-3-3;6;kan;Alentejo masztiff;egészséges;1;6;egészséges;rossz;nagy tigriscsíkos sötétbarna zöld;szeret kutyakölykökkel játszani;1;0;2021-3-27;/www_tappancs_hu/156.jpg
113;Morti;2015-7-6;8;kan;Nagy svájci havasi kutya;egészséges;1;7;foghiányos;közepes;kicsi szürke fekete zöld;köröm vágást igényel;1;0;2022-7-12;/www_tappancs_hu/124.jpg
114;Inzy;2020-8-22;3;kan;Brie-i juhászkutya;közepes;0;23;fogszuvas;egészséges;kicsi foltos sötétbarna barna;több mozgást igényel;1;0;2022-5-25;/www_tappancs_hu/148.jpg
115;Cézár;2015-7-24;8;kan;Szlovák kopó;egészséges;0;26;foghiányos;közepes;közepes fekete fekete zöld;szeret ölelni;1;0;2023-2-9;/www_tappancs_hu/107.jpg
116;Fáraó;2018-11-19;5;kan;Hosszúszőrű német vizsla;rossz;0;28;egészséges;egészséges;kicsi tigriscsíkos sötétbarna zöld;szeret sétálni a parkban;1;0;2022-8-14;/www_tappancs_hu/167.jpg
117;Anasztázia;2020-6-20;3;kan;Szlovák kopó;rossz;0;6;fogszuvas;közepes;közepes szürke vörös barna;szeret nyugodtan pihenni;1;0;2021-2-22;/www_tappancs_hu/146.jpg
118;Melák;2016-3-10;7;kan;Tosza inu;rossz;1;23;egészséges;egészséges;közepes szürke barna kék;be van gyulladva a füle;1;0;2021-5-7;/www_tappancs_hu/138.jpg
119;Rénó;2020-12-4;3;kan;Kaliba kutya;rossz;1;28;foghiányos;közepes;kicsi szürke vörös barna;kedves és barátságos;1;0;2022-4-28;/www_tappancs_hu/193.jpg
120;Mézeske;2016-2-12;7;kan;Rövidszőrű magyar vizsla;rossz;0;1;egészséges;egészséges;kicsi fekete vörös barna;szeret nyugodtan pihenni;1;0;2021-1-21;/www_tappancs_hu/48.jpg
121;Lulu;2017-6-23;6;szuka;Halden kopó;rossz;1;22;foghiányos;egészséges;kicsi szürke rózsaszín kék;be van gyulladva a füle;1;0;2023-9-12;/www_tappancs_hu/34.jpg
122;Kelly;2015-5-19;8;kan;Phu-quoc kutya;közepes;0;16;egészséges;egészséges;közepes szürke fekete barna;szeret nyugodtan pihenni;1;0;2021-8-25;/www_tappancs_hu/64.jpg
123;Scott;2018-8-15;5;kan;Közép schnauzer;közepes;0;19;fogszuvas;rossz;nagy vörös vörös barna;imád aludni;1;0;2023-10-1;/www_tappancs_hu/55.jpg
124;Orlando;2018-4-17;5;kan;Longdog;egészséges;1;30;fogszuvas;rossz;nagy fekete rózsaszín zöld;szeret labdázni;1;0;2021-3-9;/www_tappancs_hu/172.jpg
125;Chilli;2015-3-4;8;kan;Harlekin pincser;rossz;0;9;foghiányos;rossz;kicsi arany rózsaszín kék;szeret játszani;1;0;2021-4-23;/www_tappancs_hu/10.jpg
126;Bajnok;2017-3-10;6;kan;Portugál vizsla;egészséges;1;7;egészséges;rossz;közepes fehér rózsaszín barna;több mozgást igényel;1;0;2021-12-17;/www_tappancs_hu/44.jpg
127;Lili;2016-3-14;7;szuka;Angol rókakopó;egészséges;0;25;fogszuvas;közepes;közepes szürke fekete zöld;több mozgást igényel;1;0;2021-8-8;/www_tappancs_hu/197.jpg
128;Vacak;2017-2-8;6;kan;Katalán pásztorkutya;közepes;1;29;fogszuvas;rossz;nagy vörös vörös barna;szeret az ablakban ülni;1;0;2023-6-25;/www_tappancs_hu/107.jpg
129;Adolf;2018-5-27;5;szuka;Vörös ír szetter;rossz;0;19;egészséges;egészséges;kicsi vörös rózsaszín zöld;szeret nyugodtan pihenni;1;0;2021-5-2;/www_tappancs_hu/74.jpg
130;Téra;2018-10-24;5;szuka;Csau csau;közepes;1;1;fogszuvas;rossz;kicsi arany fekete barna;szeret labdázni;1;0;2023-5-19;/www_tappancs_hu/89.jpg
131;Iván;2015-12-11;8;szuka;Montenegrói hegyikopó;egészséges;0;2;egészséges;rossz;közepes fekete barna barna;szeret ölelni;1;0;2022-10-18;/www_tappancs_hu/164.jpg
132;Pamacs;2018-11-18;5;kan;Staffordshire bullterrier;közepes;1;24;foghiányos;közepes;közepes arany barna barna;szeret futkosni a kertben;1;0;2023-6-21;/www_tappancs_hu/27.jpg
133;Zafír;2020-6-15;3;szuka;Kerry blue terrier;közepes;0;22;egészséges;közepes;nagy fekete vörös barna;több mozgást igényel;1;0;2023-8-16;/www_tappancs_hu/120.jpg
134;Gerry;2016-1-25;7;szuka;Montenegrói hegyikopó;egészséges;1;4;fogszuvas;egészséges;kicsi fekete sötétbarna barna;szeret játszani a labdával;1;0;2021-11-6;/www_tappancs_hu/181.jpg
135;Fifi;2019-9-22;4;szuka;Holland juhászkutya;egészséges;0;12;foghiányos;közepes;kicsi arany fekete zöld;bélférges;1;0;2021-1-7;/www_tappancs_hu/185.jpg
136;Ollé;2019-3-22;4;szuka;Lancashire heeler;közepes;1;24;fogszuvas;egészséges;nagy fehér fekete barna;szeret játszani;1;0;2021-10-12;/www_tappancs_hu/79.jpg
137;Mazsola;2016-10-27;7;szuka;Kromfohrlandi;rossz;1;11;egészséges;rossz;kicsi tigriscsíkos barna zöld;szeret az ablakban ülni;1;0;2022-2-9;/www_tappancs_hu/34.jpg
138;Szofi;2016-8-2;7;szuka;Broholmer;közepes;0;30;egészséges;közepes;közepes arany barna kék;szeret úszni;1;0;2022-8-19;/www_tappancs_hu/205.jpg
139;Jabba;2020-4-25;3;szuka;Katalán pásztorkutya;egészséges;1;10;egészséges;közepes;közepes tigriscsíkos sötétbarna barna;bélférges;1;0;2022-2-13;/www_tappancs_hu/125.jpg
140;Terry;2015-2-14;8;szuka;Kínai kopasz kutya;közepes;1;9;fogszuvas;közepes;nagy sárga fekete kék;szeret ölelni;1;0;2023-7-18;/www_tappancs_hu/157.jpg
